PropInfoCurYear,PropInfoPIN,PropInfoAddress,PropInfoCity,PropInfoTownship,PropInfoClassification,PropInfoSqFt,PropInfoNBHD,PropInfoTaxcode,AsdValCurYear,AsdValPrevYear,AsdValLandFirstPass,AsdValLandCertified,AsdValBldgFirstPass,AsdValBldgCertified,AsdValTotalFirstPass,AsdValTotalCertified,PropCharCurrYear,PropCharMktValCurrYear,PropCharPrevYear,PropCharMktValPrevYear,PropCharDesc,PropCharResType,PropCharUse,PropCharApts,PropCharExtConst,PropCharFullBaths,PropCharHalfBaths,PropCharBasement,PropCharAttic,PropCharCentAir,PropCharFrpl,PropCharGarage,PropCharAge,PropCharBldgSqFt,PropCharAsmtPass
2019,15-01-209-015-0000,1434 CLINTON PL ,RIVER FOREST,River Forest,206,"11,280",15,33001,2019 Assessor Certified,2018,"13,536","13,536","40,632","40,632","54,168","54,168",2019,"$541,680",2018,"$541,680","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,0,Full and Rec Room,None,Yes,1,2 car detached,71,"2,350",Assessor Certified
2019,15-01-209-016-0000,1428 CLINTON PL ,RIVER FOREST,River Forest,206,"11,280",15,33001,2019 Assessor Certified,2018,"13,536","13,536","52,989","52,989","66,525","66,525",2019,"$665,250",2018,"$665,250","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Frame/Masonry,2,1,Partial and Unfinished,None,No,2,1 car attached,78,"2,956",Assessor Certified
2019,15-01-209-017-0000,1426 CLINTON PL ,RIVER FOREST,River Forest,206,"11,280",15,33001,2019 Assessor Certified,2018,"13,536","13,536","48,369","48,369","61,905","61,905",2019,"$619,050",2018,"$619,050","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,0,Full and Rec Room,None,No,1,None,75,"2,962",Assessor Certified
2019,15-01-209-018-0000,1422 CLINTON PL ,RIVER FOREST,River Forest,206,"11,280",15,33001,2019 Assessor Certified,2018,"13,536","13,536","59,020","59,020","72,556","72,556",2019,"$725,560",2018,"$725,560","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,4,0,Full and Rec Room,None,Yes,1,2 car attached,76,"3,726",Assessor Certified
2019,15-01-209-019-0000,1418 CLINTON PL ,RIVER FOREST,River Forest,206,"11,280",15,33001,2019 Assessor Certified,2018,"13,536","13,536","58,103","58,103","71,639","71,639",2019,"$716,390",2018,"$716,390","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,0,Full and Rec Room,None,Yes,1,2 car attached,76,"3,374",Assessor Certified
2019,15-01-209-020-0000,1410 CLINTON PL ,RIVER FOREST,River Forest,206,"11,280",15,33001,2019 Assessor Certified,2018,"13,536","13,536","49,759","49,759","63,295","63,295",2019,"$632,950",2018,"$632,950","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Frame/Masonry,2,1,Partial and Unfinished,None,Yes,2,2 car attached,80,"2,558",Assessor Certified
2019,15-01-209-022-0000,1402 CLINTON PL ,RIVER FOREST,River Forest,206,"11,280",15,33001,2019 Assessor Certified,2018,"13,536","13,536","55,858","62,724","69,394","76,260",2019,"$693,940",2018,"$762,600","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Frame/Masonry,3,0,Full and Rec Room,None,Yes,3,2 car attached,80,"3,463",Assessor Certified
2019,15-01-209-024-0000,1439 WILLIAM ST ,RIVER FOREST,River Forest,206,"10,810",15,33001,2019 Assessor Certified,2018,"12,972","12,972","59,065","59,065","72,037","72,037",2019,"$720,370",2018,"$720,370","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Full and Rec Room,None,No,1,2 car attached,66,"3,654",Assessor Certified
2019,15-01-209-026-0000,1419 WILLIAM ST ,RIVER FOREST,River Forest,206,"15,980",15,33001,2019 Assessor Certified,2018,"19,176","19,176","52,450","52,450","71,626","71,626",2019,"$716,260",2018,"$716,260","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Frame/Masonry,2,1,Full and Rec Room,None,Yes,3,2 car detached,82,"3,066",Assessor Certified
2019,15-01-209-027-0000,1411 WILLIAM ST ,RIVER FOREST,River Forest,206,"6,580",15,33001,2019 Assessor Certified,2018,"7,896","7,896","43,055","43,055","50,951","50,951",2019,"$509,510",2018,"$509,510","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Partial and Rec Room,None,Yes,1,2 car attached,69,"3,127",Assessor Certified
2019,15-01-209-028-0000,1411 WILLIAM ST ,RIVER FOREST,River Forest,206,"4,700",15,33001,2019 Assessor Certified,2018,"5,640","5,640","10,763","10,763","16,403","16,403",2019,"$164,030",2018,"$164,030","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Partial and Rec Room,None,Yes,1,2 car attached,69,"3,127",Assessor Certified
2019,15-01-209-029-0000,1407 WILLIAM ST ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","49,509","51,337","60,789","62,617",2019,"$607,890",2018,"$626,170","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Full and Unfinished,Full and Unfinished,No,2,2 car attached,65,"2,947",Assessor Certified
2019,15-01-209-030-0000,1435 WILLIAM ST ,RIVER FOREST,River Forest,206,"10,810",15,33001,2019 Assessor Certified,2018,"12,972","12,972","46,275","46,275","59,247","59,247",2019,"$592,470",2018,"$592,470","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,1,1,Full and Rec Room,None,Yes,1,2 car attached,67,"2,382",Assessor Certified
2019,15-01-210-002-0000,1439 CLINTON PL ,RIVER FOREST,River Forest,206,"13,160",15,33001,2019 Assessor Certified,2018,"15,792","15,792","50,049","50,049","65,841","65,841",2019,"$658,410",2018,"$658,410","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,0,Full and Rec Room,None,No,1,2 car attached,66,"3,144",Assessor Certified
2019,15-01-210-003-0000,1435 CLINTON PL ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","43,313","43,313","54,593","54,593",2019,"$545,930",2018,"$545,930","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,0,Partial and Rec Room,None,No,0,2 car attached,85,"2,598",Assessor Certified
2019,15-01-210-004-0000,1431 CLINTON PL ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","38,424","38,424","49,704","49,704",2019,"$497,040",2018,"$497,040","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,0,Full and Rec Room,None,No,1,1 car attached,68,"2,409",Assessor Certified
2019,15-01-210-006-0000,1423 CLINTON PL ,RIVER FOREST,River Forest,206,"11,280",15,33001,2019 Assessor Certified,2018,"13,536","13,536","44,735","44,735","58,271","58,271",2019,"$582,710",2018,"$582,710","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Full and Rec Room,None,Yes,1,2 car detached,68,"2,810",Assessor Certified
2019,15-01-210-007-0000,1415 CLINTON PL ,RIVER FOREST,River Forest,206,"11,280",15,33001,2019 Assessor Certified,2018,"13,536","13,536","39,876","39,876","53,412","53,412",2019,"$534,120",2018,"$534,120","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Frame/Masonry,1,2,Partial and Unfinished,Partial and Living Area,Yes,2,2 car attached,66,"2,519",Assessor Certified
2019,15-01-210-008-0000,1411 CLINTON PL ,RIVER FOREST,River Forest,206,"11,280",15,33001,2019 Assessor Certified,2018,"13,536","13,536","53,283","53,283","66,819","66,819",2019,"$668,190",2018,"$668,190","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,1,1,Full and Unfinished,None,Yes,1,1 car attached,69,"3,374",Assessor Certified
2019,15-01-210-012-0000,1440 BONNIE BRAE PL ,RIVER FOREST,River Forest,206,"11,280",15,33001,2019 Assessor Certified,2018,"13,536","13,536","45,244","45,244","58,780","58,780",2019,"$587,800",2018,"$587,800","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Full and Rec Room,Full and Unfinished,Yes,3,2 car detached,83,"2,798",Assessor Certified
2019,15-01-210-016-0000,1424 BONNIE BRAE PL ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","39,085","39,085","50,365","50,365",2019,"$503,650",2018,"$503,650","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,0,Full and Unfinished,None,Yes,1,2 car attached,75,"2,279",Assessor Certified
2019,15-01-210-017-0000,1420 BONNIE BRAE PL ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","50,452","50,452","61,732","61,732",2019,"$617,320",2018,"$617,320","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,0,Full and Unfinished,None,Yes,1,2 car detached,89,"2,671",Assessor Certified
2019,15-01-210-022-0000,1408 BONNIE BRAE PL ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","47,824","47,824","59,104","59,104",2019,"$591,040",2018,"$591,040","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Frame/Masonry,3,0,Full and Unfinished,None,Yes,1,None,75,"3,183",Assessor Certified
2019,15-01-211-003-0000,1439 BONNIE BRAE PL ,RIVER FOREST,River Forest,206,"8,500",15,33001,2019 Assessor Certified,2018,"10,200","10,200","43,349","43,349","53,549","53,549",2019,"$535,490",2018,"$535,490","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,0,Partial and Rec Room,None,Yes,2,1 car attached,75,"2,382",Assessor Certified
2019,15-01-211-024-0000,7200 GREENFIELD ST ,RIVER FOREST,River Forest,206,"9,050",15,33001,2019 Assessor Certified,2018,"10,860","10,860","39,780","39,780","50,640","50,640",2019,"$506,400",2018,"$506,400","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,1,1,Partial and Unfinished,None,No,1,1.5 car detached,80,"2,540",Assessor Certified
2019,15-01-212-001-0000,1347 LATHROP AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","58,009","58,009","69,109","69,109",2019,"$691,090",2018,"$691,090","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,1,Full and Rec Room,None,Yes,2,2 car attached,71,"3,784",Assessor Certified
2019,15-01-212-003-0000,1339 LATHROP AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","53,456","53,456","64,556","64,556",2019,"$645,560",2018,"$645,560","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,2,Full and Rec Room,None,Yes,2,2 car detached,89,"2,734",Assessor Certified
2019,15-01-212-004-0000,1335 LATHROP AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","42,363","42,363","53,463","53,463",2019,"$534,630",2018,"$534,630","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Full and Rec Room,None,Yes,1,2 car detached,65,"2,656",Assessor Certified
2019,15-01-212-005-0000,1329 LATHROP AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","49,602","49,602","60,702","60,702",2019,"$607,020",2018,"$607,020","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Frame/Masonry,3,1,Partial and Rec Room,None,Yes,1,2 car attached,65,"3,104",Assessor Certified
2019,15-01-212-006-0000,1325 LATHROP AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","41,456","41,456","52,556","52,556",2019,"$525,560",2018,"$525,560","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Full and Unfinished,Full and Unfinished,Yes,2,2 car attached,81,"2,591",Assessor Certified
2019,15-01-212-007-0000,1321 LATHROP AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","45,202","45,202","56,302","56,302",2019,"$563,020",2018,"$563,020","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,1,1,Full and Rec Room,None,Yes,2,1 car attached,65,"2,518",Assessor Certified
2019,15-01-212-008-0000,1313 LATHROP AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","55,435","55,435","66,535","66,535",2019,"$665,350",2018,"$665,350","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Full and Rec Room,None,No,2,2 car detached,90,"3,549",Assessor Certified
2019,15-01-212-010-0000,1311 LATHROP AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","53,680","53,680","64,780","64,780",2019,"$647,800",2018,"$647,800","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,1,Partial and Rec Room,None,Yes,2,2 car detached,89,"3,430",Assessor Certified
2019,15-01-212-014-0000,1342 JACKSON AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","53,131","53,131","64,231","64,231",2019,"$642,310",2018,"$642,310","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,4,0,Full and Rec Room,None,Yes,1,2 car attached,79,"3,089",Assessor Certified
2019,15-01-212-015-0000,1338 JACKSON AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","44,008","44,008","55,108","55,108",2019,"$551,080",2018,"$551,080","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Frame/Masonry,3,1,Full and Rec Room,None,Yes,1,2 car attached,81,"2,812",Assessor Certified
2019,15-01-212-016-0000,1334 JACKSON AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","53,319","59,128","64,419","70,228",2019,"$644,190",2018,"$702,280","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,0,Full and Unfinished,None,Yes,0,2 car attached,81,"3,407",Assessor Certified
2019,15-01-212-018-0000,1326 JACKSON AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","51,693","51,693","62,793","62,793",2019,"$627,930",2018,"$627,930","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,2,Full and Rec Room,Full and Unfinished,Yes,2,2 car attached,81,"3,348",Assessor Certified
2019,15-01-212-019-0000,1322 JACKSON AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","56,733","56,733","67,833","67,833",2019,"$678,330",2018,"$678,330","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,0,Full and Rec Room,None,Yes,2,2.5 car attached,80,"2,942",Assessor Certified
2019,15-01-212-020-0000,1316 JACKSON AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","32,728","32,728","43,828","43,828",2019,"$438,280",2018,"$438,280","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,4,1,Full and Rec Room,None,Yes,2,3 car attached,77,"4,043",Assessor Certified
2019,15-01-212-021-0000,1314 JACKSON AVE ,RIVER FOREST,River Forest,206,"9,250",15,33001,2019 Assessor Certified,2018,"11,100","11,100","32,728","32,728","43,828","43,828",2019,"$438,280",2018,"$438,280","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,4,1,Full and Rec Room,None,Yes,2,3 car attached,77,"4,043",Assessor Certified
2019,15-01-212-025-0000,1305 LATHROP AVE ,RIVER FOREST,River Forest,206,"9,632",15,33001,2019 Assessor Certified,2018,"11,558","11,558","65,484","65,484","77,042","77,042",2019,"$770,420",2018,"$770,420","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,1,Full and Rec Room,Partial and Unfinished,Yes,1,1.5 car attached,80,"3,428",Assessor Certified
2019,15-01-213-001-0000,1347 JACKSON AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","59,672","59,672","70,952","70,952",2019,"$709,520",2018,"$709,520","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,1,Full and Rec Room,None,Yes,1,2 car attached,76,"3,091",Assessor Certified
2019,15-01-213-003-0000,1339 JACKSON AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","70,595","70,595","81,875","81,875",2019,"$818,750",2018,"$818,750","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,1,Full and Rec Room,Full and Unfinished,Yes,1,2 car attached,81,"4,291",Assessor Certified
2019,15-01-213-004-0000,1335 JACKSON AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","50,332","50,332","61,612","61,612",2019,"$616,120",2018,"$616,120","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,0,Full and Rec Room,None,Yes,1,2 car attached,82,"2,274",Assessor Certified
2019,15-01-213-005-0000,1331 JACKSON AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","46,883","46,883","58,163","58,163",2019,"$581,630",2018,"$581,630","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Full and Rec Room,None,Yes,2,2 car detached,78,"2,878",Assessor Certified
2019,15-01-213-006-0000,1327 JACKSON AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","51,108","51,108","62,388","62,388",2019,"$623,880",2018,"$623,880","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Full and Rec Room,None,No,2,2 car detached,81,"2,707",Assessor Certified
2019,15-01-213-007-0000,1323 JACKSON AVE ,RIVER FOREST,River Forest,206,"13,160",15,33001,2019 Assessor Certified,2018,"15,792","15,792","61,897","61,897","77,689","77,689",2019,"$776,890",2018,"$776,890","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,1,Partial and Unfinished,Partial and Unfinished,Yes,2,2 car attached,76,"3,824",Assessor Certified
2019,15-01-213-008-0000,1317 JACKSON AVE ,RIVER FOREST,River Forest,206,"11,280",15,33001,2019 Assessor Certified,2018,"13,536","13,536","50,868","50,868","64,404","64,404",2019,"$644,040",2018,"$644,040","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,1,Full and Rec Room,None,Yes,2,2 car attached,81,"3,240",Assessor Certified
2019,15-01-213-009-0000,1313 JACKSON AVE ,RIVER FOREST,River Forest,206,"11,280",15,33001,2019 Assessor Certified,2018,"13,536","13,536","69,473","69,473","83,009","83,009",2019,"$830,090",2018,"$830,090","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,0,Partial and Unfinished,None,Yes,1,2 car attached,80,"4,695",Assessor Certified
2019,15-01-213-010-0000,1307 JACKSON AVE ,RIVER FOREST,River Forest,206,"11,280",15,33001,2019 Assessor Certified,2018,"13,536","13,536","56,492","56,492","70,028","70,028",2019,"$700,280",2018,"$700,280","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,1,Full and Rec Room,Partial and Unfinished,Yes,2,2 car attached,68,"3,490",Assessor Certified
2019,15-01-213-013-0000,1342 MONROE AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","43,440","43,440","54,720","54,720",2019,"$547,200",2018,"$547,200","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,1,Full and Rec Room,None,Yes,1,2 car attached,81,"2,715",Assessor Certified
2019,15-01-213-014-0000,1338 MONROE AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","54,358","54,358","65,638","65,638",2019,"$656,380",2018,"$656,380","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Stucco,4,1,Full and Rec Room,None,Yes,3,2 car attached,83,"3,124",Assessor Certified
2019,15-01-213-015-0000,1334 MONROE AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","53,055","53,055","64,335","64,335",2019,"$643,350",2018,"$643,350","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Full and Rec Room,None,Yes,2,2 car attached,82,"3,502",Assessor Certified
2019,15-01-213-016-0000,1330 MONROE AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","50,863","50,863","62,143","62,143",2019,"$621,430",2018,"$621,430","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Full and Rec Room,Partial and Living Area,Yes,2,2 car attached,79,"3,290",Assessor Certified
2019,15-01-213-017-0000,1326 MONROE AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","47,545","47,545","58,825","58,825",2019,"$588,250",2018,"$588,250","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,0,Partial and Unfinished,None,No,0,2 car attached,81,"2,980",Assessor Certified
2019,15-01-213-018-0000,1322 MONROE AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","56,226","56,226","67,506","67,506",2019,"$675,060",2018,"$675,060","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,1,Partial and Rec Room,Full and Living Area,No,2,2 car attached,84,"3,475",Assessor Certified
2019,15-01-213-019-0000,1318 MONROE AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","54,233","54,233","65,513","65,513",2019,"$655,130",2018,"$655,130","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,1,Partial and Rec Room,Partial and Unfinished,Yes,2,2 car attached,82,"2,784",Assessor Certified
2019,15-01-213-020-0000,1316 MONROE AVE ,RIVER FOREST,River Forest,206,"12,784",15,33001,2019 Assessor Certified,2018,"15,340","15,340","54,374","54,374","69,714","69,714",2019,"$697,140",2018,"$697,140","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,1,Full and Rec Room,None,Yes,2,2 car attached,87,"3,508",Assessor Certified
2019,15-01-213-021-0000,1310 MONROE AVE ,RIVER FOREST,River Forest,206,"12,784",15,33001,2019 Assessor Certified,2018,"15,340","15,340","46,315","46,315","61,655","61,655",2019,"$616,550",2018,"$616,550","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,0,Full and Rec Room,Partial and Unfinished,Yes,2,2 car attached,83,"2,780",Assessor Certified
2019,15-01-213-022-0000,1304 MONROE AVE ,RIVER FOREST,River Forest,206,"12,706",15,33001,2019 Assessor Certified,2018,"15,247","15,247","55,238","55,238","70,485","70,485",2019,"$704,850",2018,"$704,850","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,2,Full and Rec Room,None,Yes,2,2.5 car attached,88,"3,362",Assessor Certified
2019,15-01-214-002-0000,1343 MONROE AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","61,573","61,573","72,853","72,853",2019,"$728,530",2018,"$728,530","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,4,1,Full and Rec Room,None,Yes,1,2 car attached,64,"4,138",Assessor Certified
2019,15-01-214-003-0000,1339 MONROE AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","65,841","65,841","77,121","77,121",2019,"$771,210",2018,"$771,210","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Partial and Unfinished,None,Yes,4,2 car attached,77,"2,840",Assessor Certified
2019,15-01-214-004-0000,1333 MONROE AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","51,624","51,624","62,904","62,904",2019,"$629,040",2018,"$629,040","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Partial and Unfinished,None,Yes,2,2 car attached,78,"3,002",Assessor Certified
2019,15-01-214-005-0000,1331 MONROE AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","47,240","47,240","58,520","58,520",2019,"$585,200",2018,"$585,200","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,1,Partial and Unfinished,Partial and Living Area,Yes,3,2 car attached,73,"2,863",Assessor Certified
2019,15-01-214-007-0000,1321 MONROE AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","42,730","45,798","54,010","57,078",2019,"$540,100",2018,"$570,780","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,1,Partial and Rec Room,None,Yes,2,2 car attached,76,"2,525",Assessor Certified
2019,15-01-214-008-0000,1317 MONROE AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","50,172","50,172","61,452","61,452",2019,"$614,520",2018,"$614,520","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,3,0,Partial and Rec Room,None,Yes,0,2 car attached,76,"2,571",Assessor Certified
2019,15-01-214-009-0000,1315 MONROE AVE ,RIVER FOREST,River Forest,206,"9,400",15,33001,2019 Assessor Certified,2018,"11,280","11,280","40,154","40,154","51,434","51,434",2019,"$514,340",2018,"$514,340","Two or more story residence, over 62 years, 2,201 to 4,999 sq.ft.",Two Story,Single Family,0,Masonry,2,1,Full and Rec Room,Full and Unfinished,Yes,1,2 car attached,73,"2,237",Assessor Certified
